EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Attrition,YearsAtCompany,YearsInCurrentRole,Education,EducationField,MaritalStatus,OverTime,DistanceFromHome,BusinessTravel,HireDate
E1222,57,Male,Research & Development,Healthcare Representative,10082,No,15,3,2,Medical,Married,No,5,Travel_Rarely,2015-09-14
E1223,31,Male,Sales,Sales Manager,8377,No,7,2,2,Human Resources,Single,Yes,25,Travel_Rarely,2018-07-16
E1224,47,Female,Sales,Sales Manager,6516,No,12,6,3,Human Resources,Single,No,1,Travel_Rarely,2015-09-02
E1225,42,Female,Human Resources,HR Executive,5083,No,4,3,4,Other,Divorced,Yes,10,Travel_Rarely,2021-11-10
E1226,41,Female,IT,Data Analyst,8951,No,11,6,1,Human Resources,Divorced,No,7,Travel_Rarely,2015-03-26
E1227,44,Female,Human Resources,HR Executive,10941,Yes,24,1,1,Technical Degree,Married,Yes,23,Travel_Rarely,2015-11-16
E1228,33,Male,Research & Development,Laboratory Technician,5435,No,4,0,5,Life Sciences,Married,No,17,Travel_Rarely,2021-05-31
E1229,36,Male,Sales,Sales Executive,9001,Yes,11,4,4,Marketing,Single,No,23,Travel_Rarely,2015-07-29
E1230,29,Male,IT,System Administrator,10280,Yes,8,1,4,Life Sciences,Single,No,9,Travel_Frequently,2017-11-25
E1231,40,Female,Finance,Accountant,5430,Yes,3,0,4,Human Resources,Married,Yes,12,Non-Travel,2022-11-14
E1232,27,Female,Finance,Financial Analyst,6040,No,6,2,2,Life Sciences,Single,No,26,Travel_Frequently,2019-05-14
E1233,50,Female,Sales,Sales Manager,6434,No,5,3,2,Technical Degree,Married,No,24,Travel_Rarely,2020-02-24
E1234,40,Male,Sales,Sales Representative,8108,No,16,7,3,Other,Divorced,No,16,Travel_Frequently,2015-10-17
E1235,20,Male,IT,Software Engineer,7335,Yes,0,0,3,Life Sciences,Divorced,No,11,Travel_Rarely,2025-04-22
E1236,25,Female,Research & Development,Laboratory Technician,7032,No,3,3,1,Life Sciences,Married,Yes,16,Travel_Rarely,2022-03-14
E1237,58,Female,Sales,Sales Executive,9957,No,16,14,4,Marketing,Divorced,No,28,Travel_Frequently,2015-04-16
E1238,48,Male,Human Resources,HR Manager,3885,Yes,3,1,3,Human Resources,Divorced,No,26,Travel_Rarely,2022-01-29
E1239,28,Female,IT,System Administrator,6647,Yes,1,0,2,Other,Married,No,15,Travel_Rarely,2024-08-23
E1240,48,Female,IT,Software Engineer,13149,Yes,21,4,4,Human Resources,Married,Yes,30,Non-Travel,2015-09-16
E1241,28,Male,Human Resources,HR Executive,8175,No,6,4,2,Marketing,Married,No,23,Non-Travel,2019-01-31
E1242,28,Female,Research & Development,Laboratory Technician,8662,Yes,8,8,3,Other,Single,No,10,Non-Travel,2017-08-02
E1243,27,Female,Research & Development,Manufacturing Director,6568,No,7,6,4,Medical,Single,No,1,Travel_Frequently,2018-03-10
E1244,38,Female,Finance,Financial Analyst,6892,Yes,4,2,5,Medical,Divorced,No,20,Travel_Frequently,2021-12-01
E1245,23,Female,Research & Development,Manufacturing Director,7402,Yes,3,2,4,Medical,Divorced,Yes,28,Travel_Frequently,2022-06-02
E1246,58,Male,Finance,Finance Manager,12579,Yes,24,14,1,Technical Degree,Single,Yes,17,Travel_Rarely,2015-05-31
E1247,36,Male,Sales,Sales Manager,8345,No,10,2,5,Other,Married,No,25,Travel_Rarely,2015-05-10
E1248,53,Male,Research & Development,Manufacturing Director,6727,No,5,0,2,Medical,Divorced,No,12,Travel_Rarely,2020-04-10
E1249,53,Female,Sales,Sales Manager,9064,No,17,3,5,Medical,Single,No,30,Travel_Frequently,2015-01-05
E1250,44,Female,IT,Software Engineer,9343,Yes,17,16,2,Marketing,Divorced,Yes,21,Travel_Rarely,2015-01-13
E1251,60,Male,IT,Software Engineer,6829,Yes,6,5,4,Other,Single,Yes,27,Travel_Frequently,2019-01-24
E1252,22,Male,Research & Development,Manufacturing Director,5656,No,0,0,3,Technical Degree,Married,No,8,Travel_Rarely,2025-12-04
E1253,27,Male,Research & Development,Research Director,8045,Yes,1,0,3,Human Resources,Single,Yes,26,Travel_Rarely,2024-03-07
E1254,50,Male,Research & Development,Research Scientist,8829,Yes,17,12,3,Life Sciences,Divorced,No,26,Non-Travel,2015-03-11
E1255,58,Female,Sales,Sales Manager,10276,No,17,9,5,Medical,Single,No,28,Travel_Rarely,2015-02-13
E1256,56,Male,Sales,Sales Executive,12249,No,24,20,5,Technical Degree,Married,Yes,7,Travel_Rarely,2015-08-25
E1257,59,Male,Sales,Sales Representative,6295,No,6,3,2,Human Resources,Divorced,No,19,Travel_Rarely,2019-07-24
E1258,35,Male,Sales,Sales Representative,9234,No,13,2,4,Human Resources,Single,No,10,Travel_Rarely,2015-07-04
E1259,54,Male,Finance,Financial Analyst,7171,Yes,8,1,5,Human Resources,Married,No,27,Travel_Frequently,2017-02-16
E1260,54,Female,Research & Development,Healthcare Representative,9978,No,20,12,4,Marketing,Divorced,No,3,Travel_Rarely,2015-07-07
E1261,28,Female,Human Resources,HR Recruiter,4158,Yes,2,2,4,Medical,Single,Yes,25,Travel_Rarely,2023-10-02
E1262,43,Female,Human Resources,HR Recruiter,8785,Yes,15,1,3,Other,Married,No,27,Travel_Rarely,2015-01-24
E1263,43,Male,Research & Development,Research Director,8569,No,16,7,4,Human Resources,Single,No,26,Travel_Rarely,2015-07-12
E1264,52,Female,Sales,Sales Executive,6972,No,6,1,2,Technical Degree,Married,No,22,Travel_Frequently,2019-10-18
E1265,57,Male,Research & Development,Laboratory Technician,9681,Yes,20,7,5,Life Sciences,Divorced,Yes,21,Travel_Rarely,2015-01-12
E1266,58,Male,IT,System Administrator,13704,No,23,2,2,Medical,Married,No,16,Travel_Frequently,2015-05-26
E1267,59,Female,Finance,Financial Analyst,7615,No,5,2,1,Medical,Divorced,No,4,Non-Travel,2020-01-16
E1268,58,Male,Research & Development,Laboratory Technician,8423,No,5,4,5,Human Resources,Single,No,29,Non-Travel,2020-05-03
E1269,46,Female,Research & Development,Healthcare Representative,6204,No,1,1,5,Life Sciences,Married,No,19,Travel_Rarely,2024-01-09
E1270,38,Female,Sales,Sales Executive,7245,No,8,0,3,Technical Degree,Married,No,7,Travel_Rarely,2017-09-28
E1271,54,Female,Research & Development,Manufacturing Director,9539,No,18,8,2,Marketing,Divorced,No,16,Travel_Rarely,2015-11-10
E1272,28,Male,Research & Development,Research Director,4963,Yes,3,1,5,Human Resources,Divorced,No,26,Travel_Frequently,2022-05-18
E1273,25,Male,Research & Development,Research Scientist,6391,No,3,3,1,Other,Married,No,20,Non-Travel,2022-02-28
E1274,58,Male,Human Resources,HR Manager,11155,No,24,15,5,Marketing,Single,No,26,Travel_Rarely,2015-11-24
E1275,59,Male,Research & Development,Laboratory Technician,10070,No,21,7,3,Other,Married,Yes,13,Travel_Rarely,2015-07-04
E1276,24,Male,Sales,Sales Manager,5569,Yes,4,4,2,Technical Degree,Married,Yes,20,Travel_Rarely,2021-08-09
E1277,55,Male,Research & Development,Research Scientist,9879,No,16,3,4,Medical,Married,No,19,Non-Travel,2015-06-24
E1278,21,Female,Research & Development,Healthcare Representative,6115,No,0,0,2,Marketing,Married,No,22,Non-Travel,2025-08-21
E1279,35,Female,Sales,Sales Representative,7879,No,2,2,3,Medical,Divorced,Yes,11,Travel_Rarely,2023-06-11
E1280,51,Male,Human Resources,HR Executive,4771,No,7,4,3,Medical,Single,Yes,20,Travel_Rarely,2018-09-01
E1281,59,Male,IT,System Administrator,13830,No,24,15,5,Marketing,Married,No,29,Travel_Rarely,2015-01-22
E1282,56,Male,Sales,Sales Executive,5634,Yes,1,1,2,Technical Degree,Single,No,22,Travel_Frequently,2024-04-06
E1283,33,Female,Human Resources,HR Executive,6992,No,9,5,4,Human Resources,Married,Yes,9,Travel_Rarely,2016-11-12
E1284,43,Female,Sales,Sales Manager,7303,Yes,12,2,2,Human Resources,Married,No,26,Non-Travel,2015-08-19
E1285,29,Female,Finance,Finance Manager,6293,Yes,0,0,5,Human Resources,Divorced,No,21,Travel_Rarely,2025-10-02
E1286,23,Female,Sales,Sales Manager,4978,Yes,0,0,1,Technical Degree,Divorced,Yes,27,Travel_Rarely,2025-01-12
E1287,42,Male,Research & Development,Manufacturing Director,7571,Yes,13,13,5,Technical Degree,Divorced,Yes,11,Travel_Rarely,2015-06-29
E1288,60,Male,Research & Development,Research Director,6443,No,5,2,3,Medical,Married,Yes,6,Travel_Rarely,2020-02-09
E1289,45,Female,Sales,Sales Manager,9870,No,14,8,2,Other,Married,No,5,Non-Travel,2015-10-28
E1290,45,Male,Sales,Sales Executive,6932,No,3,3,1,Marketing,Divorced,No,3,Travel_Rarely,2022-11-30
E1291,38,Female,Research & Development,Laboratory Technician,7214,Yes,4,4,3,Technical Degree,Married,No,30,Non-Travel,2021-10-26
E1292,54,Male,Research & Development,Laboratory Technician,9564,No,18,18,1,Technical Degree,Married,No,8,Travel_Rarely,2015-08-22
E1293,53,Male,Research & Development,Research Scientist,6779,No,11,8,4,Marketing,Divorced,No,1,Travel_Rarely,2015-08-29
E1294,55,Female,Research & Development,Research Director,9804,Yes,12,11,2,Human Resources,Divorced,Yes,21,Travel_Frequently,2015-03-25
E1295,54,Female,Sales,Sales Manager,8063,Yes,13,2,3,Other,Divorced,No,15,Travel_Rarely,2015-02-05
E1296,21,Male,Sales,Sales Manager,4900,No,0,0,1,Medical,Single,No,8,Travel_Rarely,2025-08-09
E1297,43,Female,Research & Development,Research Director,10524,No,22,2,4,Medical,Single,No,18,Non-Travel,2015-06-19
E1298,35,Female,Finance,Financial Analyst,8449,No,14,3,4,Other,Married,No,16,Non-Travel,2015-01-18
E1299,55,Male,Human Resources,HR Recruiter,4761,No,8,4,1,Medical,Divorced,No,7,Travel_Rarely,2017-05-01
E1300,27,Female,Finance,Finance Manager,8862,No,3,0,4,Life Sciences,Divorced,Yes,6,Travel_Frequently,2022-12-28
E1301,42,Male,Research & Development,Research Scientist,12323,No,22,4,3,Technical Degree,Divorced,No,21,Travel_Rarely,2015-02-24
E1302,36,Male,Research & Development,Laboratory Technician,10021,No,15,9,4,Marketing,Divorced,No,11,Non-Travel,2015-08-13
E1303,48,Female,Sales,Sales Executive,8678,No,8,5,2,Life Sciences,Divorced,No,24,Non-Travel,2017-03-31
E1304,24,Female,Sales,Sales Manager,7170,Yes,1,1,1,Human Resources,Divorced,No,4,Travel_Rarely,2024-04-07
E1305,32,Male,Sales,Sales Executive,7731,No,7,1,5,Marketing,Single,No,23,Travel_Rarely,2018-09-26
E1306,51,Male,Sales,Sales Executive,10417,No,14,5,3,Human Resources,Single,Yes,20,Travel_Frequently,2015-02-01
E1307,53,Male,Sales,Sales Executive,7306,Yes,3,3,2,Human Resources,Divorced,Yes,21,Travel_Rarely,2022-09-05
E1308,42,Female,Finance,Finance Manager,11243,Yes,22,3,2,Human Resources,Divorced,No,22,Travel_Rarely,2015-08-07
E1309,43,Female,Research & Development,Manufacturing Director,10626,Yes,20,19,3,Marketing,Married,No,24,Travel_Rarely,2015-06-15
E1310,58,Male,Human Resources,HR Manager,10492,No,16,0,3,Human Resources,Divorced,No,25,Travel_Rarely,2015-06-04
E1311,49,Female,Sales,Sales Executive,7507,Yes,4,2,5,Technical Degree,Divorced,No,3,Non-Travel,2021-10-23
E1312,31,Female,Human Resources,HR Manager,7228,No,11,1,1,Marketing,Married,No,3,Non-Travel,2015-10-23
E1313,34,Male,IT,Software Engineer,7827,Yes,10,6,2,Marketing,Divorced,No,19,Travel_Frequently,2015-02-14
E1314,48,Male,Human Resources,HR Manager,6082,No,7,4,1,Human Resources,Married,Yes,19,Travel_Rarely,2018-05-26
E1315,28,Female,Research & Development,Laboratory Technician,7761,No,8,7,2,Medical,Single,No,17,Travel_Rarely,2017-09-23
E1316,25,Male,Human Resources,HR Recruiter,6474,No,5,3,1,Marketing,Single,No,21,Non-Travel,2020-06-04
E1317,22,Male,Research & Development,Research Director,7558,Yes,0,0,1,Medical,Divorced,No,4,Non-Travel,2025-01-15
E1318,27,Female,Sales,Sales Manager,8239,Yes,7,0,5,Marketing,Divorced,Yes,18,Travel_Rarely,2018-05-06
E1319,21,Female,Human Resources,HR Recruiter,2734,Yes,0,0,3,Life Sciences,Married,No,20,Travel_Frequently,2025-08-23
E1320,43,Male,Research & Development,Manufacturing Director,6177,Yes,0,0,1,Marketing,Married,No,23,Non-Travel,2025-08-04
E1321,49,Male,Sales,Sales Manager,5803,Yes,1,1,3,Marketing,Divorced,Yes,12,Travel_Rarely,2024-08-27
E1322,36,Female,Finance,Finance Manager,8234,No,0,0,2,Life Sciences,Divorced,No,22,Travel_Rarely,2025-03-22
E1323,46,Male,Research & Development,Laboratory Technician,12033,Yes,18,9,5,Human Resources,Divorced,Yes,5,Travel_Frequently,2015-08-07
E1324,28,Female,Research & Development,Healthcare Representative,5096,No,2,2,1,Medical,Married,No,24,Travel_Frequently,2023-01-31
E1325,46,Female,Sales,Sales Representative,8258,Yes,9,4,5,Human Resources,Married,Yes,25,Travel_Frequently,2016-05-21
E1326,21,Female,Research & Development,Laboratory Technician,4563,Yes,0,0,3,Medical,Married,No,23,Travel_Rarely,2025-01-13
E1327,46,Male,Sales,Sales Executive,7374,Yes,8,3,5,Technical Degree,Divorced,No,15,Travel_Rarely,2017-06-05
E1328,58,Female,Research & Development,Research Scientist,12761,Yes,23,19,2,Human Resources,Divorced,No,2,Travel_Rarely,2015-07-21
E1329,60,Male,Research & Development,Healthcare Representative,8326,No,6,3,4,Marketing,Divorced,Yes,6,Non-Travel,2019-08-06
E1330,48,Male,IT,System Administrator,14064,No,23,5,4,Human Resources,Divorced,No,6,Non-Travel,2015-02-27
E1331,30,Male,Sales,Sales Representative,5308,Yes,1,1,5,Human Resources,Single,No,26,Travel_Rarely,2024-11-03
E1332,56,Male,Finance,Accountant,6088,No,5,1,3,Other,Single,No,15,Travel_Rarely,2020-10-19
E1333,20,Female,Sales,Sales Representative,5958,Yes,0,0,4,Technical Degree,Married,No,16,Travel_Rarely,2025-04-20
E1334,37,Male,Sales,Sales Manager,4109,Yes,1,0,5,Human Resources,Married,No,22,Travel_Rarely,2024-09-28
E1335,30,Female,Sales,Sales Executive,7302,Yes,9,9,1,Marketing,Married,No,2,Travel_Rarely,2016-01-30
E1336,24,Female,Finance,Finance Manager,8038,No,3,0,2,Human Resources,Single,No,23,Travel_Rarely,2022-10-25
E1337,50,Female,Research & Development,Research Scientist,8203,No,13,4,4,Technical Degree,Single,No,24,Non-Travel,2015-06-12
E1338,20,Male,Sales,Sales Executive,6111,Yes,0,0,1,Marketing,Married,No,14,Travel_Rarely,2025-05-07
E1339,38,Female,Sales,Sales Executive,4794,No,2,1,5,Human Resources,Single,No,13,Travel_Frequently,2023-07-28
E1340,50,Female,Finance,Finance Manager,10779,No,25,4,3,Technical Degree,Married,No,18,Non-Travel,2015-11-27
E1341,40,Male,Sales,Sales Manager,8450,Yes,6,5,1,Marketing,Married,Yes,27,Travel_Frequently,2019-03-13
E1342,31,Male,Research & Development,Research Director,6238,No,4,2,3,Technical Degree,Married,No,8,Travel_Rarely,2021-01-05
E1343,32,Male,Sales,Sales Executive,8820,Yes,7,0,5,Marketing,Married,No,24,Travel_Rarely,2018-04-18
E1344,28,Male,Finance,Finance Manager,4488,Yes,0,0,5,Life Sciences,Married,No,22,Travel_Rarely,2025-05-10
E1345,21,Female,Research & Development,Manufacturing Director,4645,Yes,0,0,4,Other,Single,No,25,Travel_Rarely,2025-07-20
E1346,55,Male,Sales,Sales Manager,7511,No,6,2,5,Medical,Single,No,10,Travel_Rarely,2019-03-31
E1347,28,Male,Research & Development,Research Scientist,8614,No,7,0,5,Human Resources,Divorced,No,6,Travel_Frequently,2018-01-22
E1348,41,Male,Research & Development,Manufacturing Director,12159,No,21,14,1,Technical Degree,Married,No,15,Travel_Frequently,2015-02-10
E1349,34,Male,Research & Development,Laboratory Technician,9196,Yes,13,5,3,Technical Degree,Married,No,26,Travel_Rarely,2015-05-13
E1350,30,Female,Research & Development,Research Director,6487,No,5,4,3,Human Resources,Divorced,No,4,Travel_Rarely,2020-02-27
E1351,46,Male,Research & Development,Healthcare Representative,10151,No,19,5,5,Technical Degree,Married,Yes,23,Travel_Rarely,2015-10-08
E1352,24,Female,Human Resources,HR Executive,5507,No,0,0,3,Technical Degree,Single,No,6,Travel_Rarely,2025-03-03
E1353,40,Female,Finance,Accountant,11476,Yes,20,2,1,Medical,Divorced,No,21,Travel_Rarely,2015-02-01
E1354,48,Male,Research & Development,Healthcare Representative,7590,No,6,2,3,Life Sciences,Divorced,No,23,Travel_Rarely,2019-01-19
E1355,23,Female,Finance,Accountant,5603,No,0,0,4,Other,Divorced,No,8,Travel_Rarely,2025-12-31
E1356,47,Male,Research & Development,Research Director,9297,Yes,21,4,2,Marketing,Divorced,No,14,Travel_Rarely,2015-09-01
E1357,51,Female,Research & Development,Laboratory Technician,6737,No,4,1,4,Human Resources,Single,No,30,Travel_Rarely,2021-11-19
E1358,42,Male,Finance,Accountant,5687,Yes,5,4,3,Technical Degree,Divorced,Yes,17,Travel_Rarely,2020-05-29
E1359,27,Female,Research & Development,Manufacturing Director,6989,Yes,1,1,4,Other,Divorced,No,8,Travel_Frequently,2024-10-20
E1360,57,Female,Human Resources,HR Recruiter,10719,No,19,17,3,Technical Degree,Married,No,19,Non-Travel,2015-06-25
E1361,58,Female,Sales,Sales Executive,9769,No,23,1,5,Life Sciences,Married,No,10,Travel_Rarely,2015-05-14
E1362,36,Male,Sales,Sales Representative,6218,Yes,8,4,2,Other,Married,No,24,Travel_Rarely,2017-08-15
E1363,51,Male,Finance,Financial Analyst,12352,No,25,10,4,Technical Degree,Married,No,27,Travel_Rarely,2015-01-17
E1364,56,Female,Research & Development,Laboratory Technician,7049,No,1,1,4,Other,Divorced,No,10,Travel_Rarely,2024-02-07
E1365,29,Female,Research & Development,Manufacturing Director,7916,No,0,0,1,Life Sciences,Divorced,No,22,Travel_Frequently,2025-08-06
E1366,41,Female,Research & Development,Manufacturing Director,8827,No,8,4,5,Medical,Divorced,No,24,Travel_Rarely,2017-11-13
E1367,20,Male,Research & Development,Research Scientist,6537,Yes,0,0,3,Marketing,Single,No,24,Travel_Rarely,2025-06-04
E1368,33,Male,Sales,Sales Manager,7456,No,11,9,2,Life Sciences,Divorced,No,19,Travel_Rarely,2015-02-14
E1369,60,Female,Human Resources,HR Executive,5757,Yes,8,5,4,Technical Degree,Married,Yes,2,Non-Travel,2017-05-29
E1370,51,Male,Sales,Sales Executive,8392,Yes,19,15,1,Technical Degree,Divorced,No,20,Travel_Rarely,2015-04-02
E1371,36,Female,Sales,Sales Manager,5853,Yes,0,0,2,Other,Married,No,9,Non-Travel,2025-04-21
E1372,50,Female,Research & Development,Research Director,8470,No,12,3,1,Human Resources,Divorced,No,16,Non-Travel,2015-10-04
E1373,23,Male,Human Resources,HR Manager,5906,Yes,2,1,2,Human Resources,Single,Yes,7,Non-Travel,2023-04-03
E1374,26,Female,Sales,Sales Representative,6464,No,3,3,2,Technical Degree,Married,Yes,19,Travel_Rarely,2022-11-19
E1375,48,Male,Research & Development,Healthcare Representative,6447,Yes,1,0,5,Technical Degree,Divorced,Yes,21,Non-Travel,2024-07-11
E1376,24,Male,Human Resources,HR Executive,6311,Yes,1,0,2,Other,Single,No,1,Non-Travel,2024-04-25
E1377,57,Male,Research & Development,Laboratory Technician,7109,No,3,3,4,Marketing,Single,No,26,Non-Travel,2022-11-04
E1378,22,Male,Sales,Sales Executive,6133,Yes,1,0,5,Medical,Married,Yes,12,Travel_Rarely,2024-11-29
E1379,59,Female,Sales,Sales Manager,12745,No,24,15,5,Marketing,Married,No,23,Travel_Frequently,2015-01-09
E1380,33,Male,Research & Development,Laboratory Technician,9006,Yes,10,8,1,Human Resources,Single,Yes,23,Travel_Frequently,2015-08-18
E1381,42,Female,Research & Development,Manufacturing Director,5901,No,0,0,5,Marketing,Divorced,No,4,Travel_Rarely,2025-03-21
E1382,37,Male,Research & Development,Laboratory Technician,6358,No,6,6,1,Life Sciences,Divorced,Yes,30,Travel_Rarely,2019-11-06
E1383,49,Male,Sales,Sales Manager,5585,Yes,3,1,2,Other,Married,Yes,29,Travel_Rarely,2022-12-06
E1384,40,Male,Sales,Sales Manager,4472,No,3,1,2,Life Sciences,Married,No,13,Travel_Rarely,2022-07-19
E1385,49,Male,Sales,Sales Manager,7059,Yes,12,7,1,Other,Divorced,Yes,5,Travel_Rarely,2015-03-11
E1386,46,Male,Finance,Accountant,11186,No,24,9,1,Technical Degree,Divorced,No,8,Travel_Rarely,2015-04-23
E1387,37,Male,Research & Development,Research Director,7414,No,13,5,5,Life Sciences,Married,No,5,Non-Travel,2015-05-07
E1388,22,Female,Human Resources,HR Recruiter,4092,Yes,2,1,1,Other,Divorced,Yes,25,Travel_Rarely,2023-06-14
E1389,25,Male,Research & Development,Laboratory Technician,6410,Yes,3,2,4,Technical Degree,Single,No,1,Non-Travel,2022-01-24
E1390,60,Female,Finance,Accountant,12308,No,22,20,3,Technical Degree,Married,No,2,Travel_Frequently,2015-01-01
E1391,25,Female,Research & Development,Laboratory Technician,7538,No,5,4,1,Marketing,Married,No,20,Travel_Rarely,2020-12-04
E1392,33,Male,Sales,Sales Manager,8427,No,5,4,2,Other,Single,No,28,Travel_Rarely,2020-09-01
E1393,37,Male,Research & Development,Research Director,6351,No,2,1,5,Other,Divorced,No,16,Non-Travel,2023-06-25
E1394,32,Female,Research & Development,Research Scientist,4866,Yes,1,1,3,Life Sciences,Divorced,Yes,6,Travel_Rarely,2024-11-20
E1395,38,Female,Research & Development,Research Scientist,10378,No,17,11,1,Life Sciences,Single,Yes,7,Travel_Frequently,2015-08-31
E1396,41,Female,Research & Development,Healthcare Representative,11726,No,15,14,2,Marketing,Single,No,10,Travel_Rarely,2015-12-07
E1397,29,Female,Finance,Financial Analyst,6596,No,4,1,2,Medical,Single,Yes,23,Travel_Rarely,2021-05-13
E1398,43,Male,Sales,Sales Representative,8770,Yes,6,5,5,Medical,Divorced,Yes,15,Travel_Rarely,2019-03-21
E1399,29,Female,Research & Development,Research Director,8234,No,5,0,5,Other,Single,Yes,25,Travel_Frequently,2020-10-14
E1400,50,Male,Research & Development,Research Scientist,7490,No,4,4,4,Marketing,Single,No,8,Travel_Rarely,2021-01-19
E1401,34,Female,Sales,Sales Manager,4479,No,3,0,3,Human Resources,Divorced,No,16,Travel_Rarely,2022-12-21
E1402,47,Female,Research & Development,Laboratory Technician,10037,No,12,4,1,Medical,Divorced,No,18,Non-Travel,2015-01-07
E1403,30,Female,Finance,Accountant,8219,No,6,6,5,Marketing,Single,No,28,Non-Travel,2019-10-23
E1404,46,Female,Research & Development,Research Scientist,8494,No,13,7,4,Life Sciences,Married,No,18,Travel_Frequently,2015-10-12
E1405,34,Male,Research & Development,Research Director,9641,No,12,4,4,Medical,Married,No,10,Non-Travel,2015-03-20
E1406,51,Male,Sales,Sales Representative,8321,No,19,15,1,Marketing,Divorced,No,23,Travel_Frequently,2015-10-25
E1407,29,Female,Sales,Sales Executive,7867,Yes,7,2,3,Life Sciences,Married,No,21,Travel_Rarely,2018-01-13
E1408,26,Male,Research & Development,Laboratory Technician,5052,No,4,2,5,Human Resources,Married,No,4,Travel_Frequently,2021-07-20
E1409,51,Female,Research & Development,Manufacturing Director,8653,No,10,1,5,Human Resources,Divorced,No,26,Travel_Frequently,2015-10-12
E1410,27,Female,Human Resources,HR Recruiter,8423,Yes,7,1,2,Technical Degree,Divorced,No,12,Travel_Rarely,2018-11-24
E1411,21,Male,Sales,Sales Representative,6673,Yes,0,0,4,Other,Single,Yes,3,Travel_Rarely,2025-10-27
E1412,32,Male,Finance,Financial Analyst,7504,Yes,0,0,3,Other,Single,Yes,3,Travel_Frequently,2025-01-28
E1413,57,Male,IT,Data Analyst,8000,No,5,2,5,Marketing,Married,No,9,Travel_Rarely,2020-01-24
E1414,52,Male,Human Resources,HR Executive,4326,Yes,3,0,5,Life Sciences,Divorced,Yes,25,Travel_Rarely,2022-03-11
E1415,43,Male,Finance,Accountant,9928,No,14,2,1,Marketing,Single,No,14,Travel_Rarely,2015-02-24
E1416,38,Male,Research & Development,Manufacturing Director,8003,No,2,1,4,Medical,Divorced,No,10,Travel_Rarely,2023-07-18
E1417,50,Female,Sales,Sales Executive,7596,No,5,5,1,Life Sciences,Single,No,22,Travel_Rarely,2020-12-26
E1418,24,Female,IT,Data Analyst,8047,No,1,0,3,Other,Divorced,No,16,Travel_Rarely,2024-07-11
E1419,50,Female,IT,IT Manager,11850,Yes,15,4,2,Life Sciences,Single,No,8,Travel_Frequently,2015-05-23
E1420,31,Female,Research & Development,Research Scientist,8961,No,9,5,5,Technical Degree,Married,Yes,3,Travel_Rarely,2016-01-21
E1421,54,Female,Research & Development,Manufacturing Director,10384,Yes,25,0,3,Technical Degree,Married,Yes,15,Travel_Rarely,2015-10-07
E1422,30,Female,Research & Development,Manufacturing Director,7449,No,6,2,5,Other,Divorced,No,16,Travel_Rarely,2019-10-26
E1423,23,Female,Finance,Finance Manager,6300,Yes,2,2,1,Human Resources,Single,Yes,2,Travel_Rarely,2023-04-23
E1424,21,Female,Finance,Finance Manager,4897,No,1,1,2,Medical,Divorced,Yes,8,Travel_Rarely,2024-11-12
E1425,27,Female,Sales,Sales Representative,5923,No,2,2,5,Technical Degree,Married,No,19,Travel_Rarely,2023-12-22
E1426,44,Female,Sales,Sales Representative,7226,No,10,1,5,Other,Married,Yes,16,Travel_Rarely,2015-03-16
E1427,51,Male,IT,Data Analyst,11318,Yes,17,8,5,Other,Single,No,8,Travel_Frequently,2015-05-28
E1428,24,Female,Research & Development,Manufacturing Director,5779,No,3,2,5,Marketing,Single,Yes,22,Travel_Rarely,2022-09-16
E1429,31,Male,Research & Development,Healthcare Representative,9016,No,10,8,4,Marketing,Divorced,No,24,Travel_Rarely,2015-01-08
E1430,53,Male,IT,Software Engineer,8543,No,11,3,1,Other,Single,No,28,Travel_Frequently,2015-03-17
E1431,58,Male,Research & Development,Manufacturing Director,10709,Yes,12,2,4,Human Resources,Married,No,15,Travel_Rarely,2015-02-28
E1432,28,Male,Sales,Sales Representative,8051,Yes,4,4,1,Life Sciences,Married,No,1,Travel_Frequently,2021-08-12
E1433,43,Male,IT,System Administrator,10719,No,12,1,1,Marketing,Married,Yes,20,Travel_Frequently,2015-05-01
E1434,35,Female,Finance,Finance Manager,8665,Yes,6,0,5,Life Sciences,Married,No,9,Travel_Rarely,2019-10-21
E1435,50,Male,Research & Development,Research Director,9853,Yes,8,5,5,Life Sciences,Divorced,Yes,29,Travel_Frequently,2017-10-20
E1436,35,Female,Human Resources,HR Recruiter,9459,Yes,12,11,4,Life Sciences,Married,Yes,15,Non-Travel,2015-11-24
E1437,39,Male,Research & Development,Laboratory Technician,8695,No,5,5,4,Technical Degree,Divorced,Yes,3,Travel_Rarely,2020-05-22
E1438,30,Female,Human Resources,HR Executive,5257,Yes,8,5,2,Other,Married,Yes,2,Travel_Frequently,2017-11-30
E1439,40,Male,Research & Development,Manufacturing Director,8136,No,3,1,2,Marketing,Single,No,16,Travel_Frequently,2022-10-13
E1440,25,Female,Finance,Financial Analyst,8790,Yes,2,1,5,Other,Single,Yes,18,Non-Travel,2023-09-30
E1441,30,Male,Sales,Sales Manager,8167,No,6,3,1,Life Sciences,Divorced,No,19,Travel_Rarely,2019-02-20
E1442,27,Male,Finance,Accountant,5825,No,3,2,5,Medical,Married,No,7,Travel_Frequently,2022-09-26
E1443,21,Female,Sales,Sales Executive,7741,No,1,1,1,Technical Degree,Single,No,3,Non-Travel,2024-09-02
E1444,44,Female,Research & Development,Laboratory Technician,12200,No,23,2,3,Human Resources,Divorced,No,16,Non-Travel,2015-05-12
